Location,Features,Name of Restaurant
Adyar,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",2
Adyar,"['Breakfast', 'Home Delivery', 'Free Parking', 'Wifi', 'Desserts and Bakes', 'Indoor Seating']",1
Adyar,"['Breakfast', 'Home Delivery', 'Full Bar Available', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'City View', 'Live Music', 'Free Wifi', 'Gluten Free Options', 'Desserts and Bakes']",1
Adyar,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",1
Adyar,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",1
Adyar,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Adyar,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
Adyar,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Indoor Seating']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Catering Available', 'Desserts and Bakes', 'Indoor Seating']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'All Day Breakfast']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Buffet', 'Table reservation required']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Buffet']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",4
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",1
Adyar,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table reservation required', 'Serves Jain Food', 'Indoor Seating', 'Catering Available']",1
Adyar,"['Breakfast', 'Home Delivery']",1
Adyar,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",1
Adyar,"['Delivery Only', 'Desserts and Bakes']",3
Adyar,['Delivery Only'],5
Adyar,"['Home Delivery', 'Board Games', 'Indoor Seating', 'Live Sports Screening', 'Gaming Area', 'Kid Friendly']",1
Adyar,"['Home Delivery', 'Catering Available', 'Indoor Seating']",1
Adyar,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",1
Adyar,"['Home Delivery', 'Desserts and Bakes']",3
Adyar,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes', 'Outdoor Seating']",1
Adyar,"['Home Delivery', 'Free Parking', 'Indoor Seating']",3
Adyar,"['Home Delivery', 'Free Parking', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Outdoor Seating', 'Indoor Seating']",1
Adyar,"['Home Delivery', 'Free Parking', 'Outdoor Seating', 'Desserts and Bakes']",1
Adyar,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Smoking Area', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']",1
Adyar,"['Home Delivery', 'Free Parking', 'Table reservation required', 'Indoor Seating', 'Kid Friendly', 'Wifi', 'Buffet']",1
Adyar,"['Home Delivery', 'Free Parking']",1
Adyar,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Indoor Seating', 'Table booking recommended', 'Valet Parking Available', 'Live Music', 'Free Wifi', 'Smoking Area']",1
Adyar,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table booking recommended']",1
Adyar,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pet Friendly']",1
Adyar,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']",1
Adyar,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",6
Adyar,"['Home Delivery', 'Indoor Seating', 'Free Parking']",1
Adyar,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Buffet']",1
Adyar,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Wifi']",1
Adyar,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",2
Adyar,"['Home Delivery', 'Indoor Seating', 'Wifi', 'All Day Breakfast']",1
Adyar,"['Home Delivery', 'Indoor Seating', 'Wifi']",2
Adyar,"['Home Delivery', 'Indoor Seating']",21
Adyar,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Rooftop']",1
Adyar,"['Home Delivery', 'Outdoor Seating', 'Buffet', 'Group Meal', 'Indoor Seating', 'Table booking recommended', 'Catering Available']",1
Adyar,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']",1
Adyar,"['Home Delivery', 'Outdoor Seating']",2
Adyar,"['Home Delivery', 'Rooftop', 'Table reservation required']",1
Adyar,"['Home Delivery', 'Serves Halal', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'Card Upon Delivery', 'Catering Available', 'Wifi', 'Valet Parking Available']",1
Adyar,"['Home Delivery', 'Smoking Area', 'Free Parking', 'Indoor Seating', 'Live Music', 'Table booking recommended']",1
Adyar,"['Home Delivery', 'Standing Tables', 'Desserts and Bakes']",1
Adyar,"['Home Delivery', 'Standing Tables']",3
Adyar,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating', 'Kid Friendly']",1
Adyar,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Kid Friendly', 'Private Dining Area Available', 'Wifi', 'Buffet', 'Indoor Seating']",1
Adyar,"['Home Delivery', 'Vegetarian Only', 'Buffet', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'Private Dining Area Available', 'Serves Jain Food', 'Valet Parking Available']",1
Adyar,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Kid Friendly', 'Desserts and Bakes', 'Self Service']",1
Adyar,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",4
Adyar,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Gluten Free Options', 'Vegan Options']",1
Adyar,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Desserts and Bakes']",1
Adyar,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
Adyar,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",2
Adyar,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",1
Adyar,"['Home Delivery', 'Vegetarian Only', 'Sugar Free Options', 'Indoor Seating', 'Desserts and Bakes']",1
Adyar,"['Home Delivery', 'Vegetarian Only']",2
Adyar,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Free Parking', 'Table booking recommended', 'Wifi', 'Indoor Seating', 'Buffet']",1
Adyar,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Vegan Options', 'Free Parking', 'Indoor Seating', 'Table reservation required', 'Serves Jain Food', 'Valet Parking Available', 'Private Dining Area Available', 'Gluten Free Options']",1
Adyar,['Home Delivery'],16
Ambattur,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",2
Ambattur,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Free Parking']",1
Ambattur,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table booking recommended']",1
Ambattur,"['Breakfast', 'Home Delivery', 'Indoor Seating']",8
Ambattur,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Desserts and Bakes', 'Indoor Seating']",1
Ambattur,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Catering Available', 'Outdoor Seating', 'Kid Friendly']",1
Ambattur,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",3
Ambattur,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking']",1
Ambattur,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available']",1
Ambattur,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",4
Ambattur,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",1
Ambattur,"['Breakfast', 'Home Delivery']",3
Ambattur,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",1
Ambattur,"['Delivery Only', 'Desserts and Bakes']",2
Ambattur,"['Delivery Only', 'Vegetarian Only']",1
Ambattur,['Delivery Only'],8
Ambattur,"['Home Delivery', 'Catering Available', 'Indoor Seating']",1
Ambattur,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']",1
Ambattur,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table Reservation Not Required']",1
Ambattur,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table booking recommended']",1
Ambattur,"['Home Delivery', 'Free Parking', 'Indoor Seating']",10
Ambattur,"['Home Delivery', 'Free Parking', 'Outdoor Seating']",2
Ambattur,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",3
Ambattur,"['Home Delivery', 'Indoor Seating', 'Free Parking']",7
Ambattur,"['Home Delivery', 'Indoor Seating', 'Restricted Entry']",1
Ambattur,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",1
Ambattur,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",1
Ambattur,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
Ambattur,"['Home Delivery', 'Indoor Seating']",54
Ambattur,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",1
Ambattur,"['Home Delivery', 'Outdoor Seating']",3
Ambattur,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Ambattur,"['Home Delivery', 'Rooftop', 'Indoor Seating', 'Catering Available']",1
Ambattur,"['Home Delivery', 'Standing Tables', 'Desserts and Bakes']",1
Ambattur,"['Home Delivery', 'Standing Tables', 'Free Parking']",1
Ambattur,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating', 'Wifi', 'Outdoor Seating']",1
Ambattur,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']",1
Ambattur,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",1
Ambattur,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",1
Ambattur,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",1
Ambattur,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",5
Ambattur,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Self Service']",1
Ambattur,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",4
Ambattur,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",1
Ambattur,"['Home Delivery', 'Vegetarian Only']",1
Ambattur,['Home Delivery'],13
Ambattur,[],1
Anna Nagar East,"['Breakfast', 'Delivery Only']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Catering Available', 'Indoor Seating']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'All Day Breakfast']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating', 'Free Wifi', 'Wifi', 'Table reservation required']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",2
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Free Parking', 'Pre-Ordering Required', 'Catering Available', 'Wifi', 'Desserts and Bakes', 'Indoor Seating']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",3
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi', 'Desserts and Bakes']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Indoor Seating']",4
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Table Reservation Not Required', 'Pre-Ordering Required', 'Indoor Seating', 'Desserts and Bakes']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",2
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Catering Available']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Wifi']",1
Anna Nagar East,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",5
Anna Nagar East,"['Breakfast', 'Home Delivery']",1
Anna Nagar East,"['Delivery Only', 'Desserts and Bakes']",1
Anna Nagar East,"['Delivery Only', 'Home Baker', 'Desserts and Bakes']",1
Anna Nagar East,['Delivery Only'],10
Anna Nagar East,"['Home Delivery', 'Buffet', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended']",1
Anna Nagar East,"['Home Delivery', 'Catering Available', 'Indoor Seating']",1
Anna Nagar East,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",1
Anna Nagar East,"['Home Delivery', 'Desserts and Bakes']",2
Anna Nagar East,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']",1
Anna Nagar East,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Live Music', 'Kid Friendly']",1
Anna Nagar East,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table booking recommended']",2
Anna Nagar East,"['Home Delivery', 'Free Parking', 'Indoor Seating']",2
Anna Nagar East,"['Home Delivery', 'Free Parking', 'Table reservation required', 'Indoor Seating']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Buffet', 'Table Reservation Not Required']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Card Upon Delivery', 'Buffet', 'Table booking recommended']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Catering Available']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",8
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Free Parking']",2
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Free Wifi']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Gluten Free Options', 'Desserts and Bakes', 'Vegan Options']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Outdoor Seating', 'Valet Parking Available', 'Table reservation required', 'Smoking Area']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required', 'Desserts and Bakes']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",2
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",3
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Free Wifi']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Kid Friendly']",1
Anna Nagar East,"['Home Delivery', 'Indoor Seating']",44
Anna Nagar East,"['Home Delivery', 'Live Sports Screening', 'Table booking recommended', 'Indoor Seating']",1
Anna Nagar East,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']",2
Anna Nagar East,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating', 'Wifi']",1
Anna Nagar East,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",2
Anna Nagar East,"['Home Delivery', 'Outdoor Seating', 'Table booking recommended', 'Indoor Seating']",1
Anna Nagar East,"['Home Delivery', 'Outdoor Seating']",4
Anna Nagar East,"['Home Delivery', 'Pre-Ordering Required', 'Catering Available']",1
Anna Nagar East,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",1
Anna Nagar East,"['Home Delivery', 'Serves Halal', 'Table booking for Groups', 'Card Upon Delivery', 'Catering Available', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Table reservation required', 'Kid Friendly', 'Sports TV']",1
Anna Nagar East,"['Home Delivery', 'Sugar Free Options', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",1
Anna Nagar East,"['Home Delivery', 'Valet Parking Available', 'Buffet', 'Indoor Seating', 'Table booking recommended']",1
Anna Nagar East,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table Reservation Not Required']",1
Anna Nagar East,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Buffet']",1
Anna Nagar East,"['Home Delivery', 'Valet Parking Available', 'Table reservation required', 'Wifi', 'Smoking Area', 'Desserts and Bakes', 'Indoor Seating', 'Bulk Orders Accepted', 'Outdoor Seating', 'All Day Breakfast']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Catering Available', 'Indoor Seating', 'Desserts and Bakes']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Wifi', 'Desserts and Bakes', 'Indoor Seating', 'Free Wifi']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required', 'Serves Jain Food']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",5
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Smoking Area']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended', 'Serves Jain Food']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",4
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Self Service', 'Desserts and Bakes']",2
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only', 'Standing Tables']",1
Anna Nagar East,"['Home Delivery', 'Vegetarian Only']",5
Anna Nagar East,['Home Delivery'],19
Anna Nagar East,"['Takeaway Only', 'Vegetarian Only']",1
Anna Nagar West,"['Breakfast', 'Delivery Only']",3
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",2
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Indoor Seating']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Wifi', 'Desserts and Bakes']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Outdoor Seating']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Desserts and Bakes', 'Free Parking', 'Pre-Ordering Required', 'Table Reservation Not Required', 'Indoor Seating']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Buffet']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Table Reservation Not Required', 'Desserts and Bakes']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Wifi']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",2
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Indoor Seating']",1
Anna Nagar West,"['Breakfast', 'Home Delivery', 'Vegetarian Only']",1
Anna Nagar West,"['Breakfast', 'Home Delivery']",1
Anna Nagar West,"['Delivery Only', 'Desserts and Bakes']",1
Anna Nagar West,['Delivery Only'],4
Anna Nagar West,"['Home Delivery', 'Catering Available', 'Wifi', 'Indoor Seating']",1
Anna Nagar West,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']",2
Anna Nagar West,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",1
Anna Nagar West,"['Home Delivery', 'Desserts and Bakes', 'Pre-Ordering Required']",1
Anna Nagar West,"['Home Delivery', 'Desserts and Bakes', 'Sugar Free Options', 'Free Parking', 'Indoor Seating']",1
Anna Nagar West,"['Home Delivery', 'Desserts and Bakes']",3
Anna Nagar West,"['Home Delivery', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",1
Anna Nagar West,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']",1
Anna Nagar West,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'Wifi', 'Karaoke', 'Rooftop', 'Card Upon Delivery', 'Kid Friendly', 'Smoking Area']",1
Anna Nagar West,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table booking recommended']",1
Anna Nagar West,"['Home Delivery', 'Free Parking', 'Indoor Seating']",3
Anna Nagar West,"['Home Delivery', 'Free Parking', 'Kid Friendly', 'Indoor Seating', 'Wifi', 'Brunch', 'Desserts and Bakes']",1
Anna Nagar West,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Kid Friendly', 'Group Meal', 'Indoor Seating', 'Table booking for Groups']",1
Anna Nagar West,"['Home Delivery', 'Free Parking', 'Wifi', 'Indoor Seating', 'Card Upon Delivery']",1
Anna Nagar West,"['Home Delivery', 'Free Parking']",1
Anna Nagar West,"['Home Delivery', 'Home Baker', 'Gluten Free Options', 'Desserts and Bakes', 'Vegan Options']",1
Anna Nagar West,"['Home Delivery', 'Indoor Seating', 'Brunch']",1
Anna Nagar West,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table booking recommended']",1
Anna Nagar West,"['Home Delivery', 'Indoor Seating', 'Catering Available']",4
Anna Nagar West,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",2
Anna Nagar West,"['Home Delivery', 'Indoor Seating', 'Free Parking']",1
Anna Nagar West,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",4
Anna Nagar West,"['Home Delivery', 'Indoor Seating', 'Sugar Free Options', 'Desserts and Bakes']",1
Anna Nagar West,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",1
Anna Nagar West,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Buffet', 'Catering Available']",1
Anna Nagar West,"['Home Delivery', 'Indoor Seating']",28
Anna Nagar West,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']",1
Anna Nagar West,"['Home Delivery', 'Outdoor Seating', 'Table booking recommended']",1
Anna Nagar West,"['Home Delivery', 'Outdoor Seating']",4
Anna Nagar West,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",1
Anna Nagar West,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Anna Nagar West,"['Home Delivery', 'Rooftop']",1
Anna Nagar West,"['Home Delivery', 'Serves Halal', 'Free Parking', 'Indoor Seating']",1
Anna Nagar West,"['Home Delivery', 'Serves Halal', 'Outdoor Seating', 'Indoor Seating']",1
Anna Nagar West,"['Home Delivery', 'Standing Tables', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Anna Nagar West,"['Home Delivery', 'Table Reservation Not Required', 'Indoor Seating']",1
Anna Nagar West,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']",1
Anna Nagar West,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Kid Friendly', 'Wifi', 'Vegan Options']",1
Anna Nagar West,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",3
Anna Nagar West,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Table reservation required']",1
Anna Nagar West,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Sugar Free Options', 'Pre-Ordering Required', 'Desserts and Bakes']",1
Anna Nagar West,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required']",1
Anna Nagar West,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",3
Anna Nagar West,"['Home Delivery', 'Vegetarian Only', 'Lunch Menu', 'Indoor Seating', 'Desserts and Bakes', 'Free Parking', 'Catering Available', 'Group Meal']",1
Anna Nagar West,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table booking recommended', 'Catering Available', 'Buffet', 'Indoor Seating', 'Serves Jain Food', 'Brunch']",1
Anna Nagar West,"['Home Delivery', 'Vegetarian Only']",2
Anna Nagar West,['Home Delivery'],13
Chromepet,"['Breakfast', 'Delivery Only']",1
Chromepet,"['Breakfast', 'Home Delivery', 'Desserts and Bakes']",1
Chromepet,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']",1
Chromepet,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",1
Chromepet,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",1
Chromepet,"['Breakfast', 'Home Delivery', 'Indoor Seating']",3
Chromepet,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",1
Chromepet,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",2
Chromepet,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",1
